State,Total Cases,New Cases,Total Deaths,New Deaths,Fatality Rate,Latitude,Longitude,Date
Washington,74939,304,1931,16,0.0258,47.4009,-121.4905,2020-09-01
West Virginia,10513,264,224,9,0.0213,38.4912,-80.9545,2020-09-01
Wisconsin,76584,981,1130,8,0.0148,44.2685,-89.6165,2020-09-01
Wyoming,3874,24,37,0,0.0096,42.756,-107.3025,2020-09-01
Alabama,128239,623,2217,17,0.0173,32.3182,-86.9023,2020-09-02
Alaska,5362,65,39,0,0.0073,61.3707,-152.4044,2020-09-02
Arizona,202861,519,5065,21,0.025,33.7298,-111.4312,2020-09-02
Arkansas,62112,615,841,27,0.0135,34.9697,-92.3731,2020-09-02
California,721281,5664,13317,167,0.0185,36.1162,-119.6816,2020-09-02
Colorado,57999,244,1952,6,0.0337,39.0598,-105.3111,2020-09-02
Connecticut,53108,102,4467,1,0.0841,41.5978,-72.7554,2020-09-02
Delaware,17549,14,606,1,0.0345,39.3185,-75.5071,2020-09-02
District of Columbia,14077,28,608,1,0.0432,38.8974,-77.0268,2020-09-02
Florida,633442,2402,11501,127,0.0182,27.7663,-81.6868,2020-09-02
Georgia,274613,1916,5795,62,0.0211,33.0406,-83.6431,2020-09-02
Idaho,32664,311,372,5,0.0114,44.2405,-114.4788,2020-09-02
Illinois,240344,2128,8300,27,0.0345,40.3495,-88.9861,2020-09-02
Indiana,95750,859,3325,13,0.0347,39.8494,-86.2583,2020-09-02
Iowa,66463,616,1133,8,0.017,42.0115,-93.2105,2020-09-02
Kansas,43847,885,461,5,0.0105,38.5266,-96.7265,2020-09-02
Kentucky,49991,806,966,18,0.0193,37.6681,-84.6701,2020-09-02
Louisiana,149838,956,5004,20,0.0334,31.1695,-91.8678,2020-09-02
Maine,4568,19,133,1,0.0291,44.6939,-69.3819,2020-09-02
Maryland,109319,456,3766,5,0.0344,39.0639,-76.8021,2020-09-02
Massachusetts,129182,294,9060,-4,0.0701,42.2302,-71.5301,2020-09-02
Michigan,114468,648,6781,14,0.0592,43.3266,-84.5361,2020-09-02
Minnesota,77085,730,1882,11,0.0244,45.6945,-93.9002,2020-09-02
Mississippi,84365,781,2526,33,0.0299,32.7416,-89.6787,2020-09-02
Missouri,88216,1478,1578,16,0.0179,38.4561,-92.2884,2020-09-02
Montana,7691,182,109,4,0.0142,46.9219,-110.4544,2020-09-02
Nebraska,34995,421,399,0,0.0114,41.1254,-98.2681,2020-09-02
Nevada,69872,239,1336,23,0.0191,38.3135,-117.0554,2020-09-02
New Hampshire,7309,12,432,0,0.0591,43.4525,-71.5639,2020-09-02
New Jersey,192595,305,15964,14,0.0829,40.2989,-74.521,2020-09-02
New Mexico,25612,152,790,3,0.0308,34.8405,-106.2485,2020-09-02
New York,436218,708,32972,6,0.0756,42.1657,-74.9481,2020-09-02
North Carolina,170553,1129,2779,38,0.0163,35.6301,-79.8064,2020-09-02
North Dakota,12267,267,148,3,0.0121,47.5289,-99.784,2020-09-02
Ohio,125767,1161,4176,10,0.0332,40.3888,-82.7649,2020-09-02
Oklahoma,60118,720,821,13,0.0137,35.5653,-96.9289,2020-09-02
Oregon,27075,129,468,4,0.0173,44.572,-122.0709,2020-09-02
Pennsylvania,140532,984,7705,27,0.0548,40.5908,-77.2098,2020-09-02
Rhode Island,22078,76,1051,1,0.0476,41.6809,-71.5118,2020-09-02
South Carolina,120503,657,2794,37,0.0232,33.8569,-80.945,2020-09-02
South Dakota,14003,254,169,2,0.0121,44.2998,-99.4388,2020-09-02
Tennessee,157831,1502,1797,16,0.0114,35.7478,-86.6923,2020-09-02
Texas,641855,4134,13104,185,0.0204,31.0545,-97.5635,2020-09-02
Utah,52822,419,410,1,0.0078,40.15,-111.8624,2020-09-02
Vermont,1637,2,58,0,0.0354,44.0459,-72.7107,2020-09-02
Virginia,122518,925,2641,29,0.0216,37.7693,-78.17,2020-09-02
Washington,75377,438,1935,4,0.0257,47.4009,-121.4905,2020-09-02
West Virginia,10658,145,233,9,0.0219,38.4912,-80.9545,2020-09-02
Wisconsin,77129,545,1142,12,0.0148,44.2685,-89.6165,2020-09-02
Wyoming,3911,37,41,4,0.0105,42.756,-107.3025,2020-09-02
Alabama,129285,1046,2233,16,0.0173,32.3182,-86.9023,2020-09-03
Alaska,5464,102,40,1,0.0073,61.3707,-152.4044,2020-09-03
Arizona,203953,1092,5130,65,0.0252,33.7298,-111.4312,2020-09-03
Arkansas,63081,969,861,20,0.0136,34.9697,-92.3731,2020-09-03
California,726018,4737,13493,176,0.0186,36.1162,-119.6816,2020-09-03
Colorado,58267,268,1955,3,0.0336,39.0598,-105.3111,2020-09-03
Connecticut,53209,101,4468,1,0.084,41.5978,-72.7554,2020-09-03
Delaware,17653,104,606,0,0.0343,39.3185,-75.5071,2020-09-03
District of Columbia,14135,58,609,1,0.0431,38.8974,-77.0268,2020-09-03
Florida,637013,3571,11650,149,0.0183,27.7663,-81.6868,2020-09-03
Georgia,277288,2675,5868,73,0.0212,33.0406,-83.6431,2020-09-03
Idaho,32927,263,372,0,0.0113,44.2405,-114.4788,2020-09-03
Illinois,241704,1360,8324,24,0.0344,40.3495,-88.9861,2020-09-03
Indiana,96854,1104,3332,7,0.0344,39.8494,-86.2583,2020-09-03
Iowa,67691,1228,1136,3,0.0168,42.0115,-93.2105,2020-09-03
Kansas,44394,547,471,10,0.0106,38.5266,-96.7265,2020-09-03
Kentucky,50885,894,976,10,0.0192,37.6681,-84.6701,2020-09-03
Louisiana,150651,813,5021,17,0.0333,31.1695,-91.8678,2020-09-03
Maine,4618,50,133,0,0.0288,44.6939,-69.3819,2020-09-03
Maryland,110012,693,3778,12,0.0343,39.0639,-76.8021,2020-09-03
Massachusetts,121546,-7636,9077,17,0.0747,42.2302,-71.5301,2020-09-03
Michigan,115242,774,6791,10,0.0589,43.3266,-84.5361,2020-09-03
Minnesota,78123,1038,1889,7,0.0242,45.6945,-93.9002,2020-09-03
Mississippi,85116,751,2536,10,0.0298,32.7416,-89.6787,2020-09-03
Missouri,89639,1423,1586,8,0.0177,38.4561,-92.2884,2020-09-03
Montana,7871,180,111,2,0.0141,46.9219,-110.4544,2020-09-03
Nebraska,35469,474,404,5,0.0114,41.1254,-98.2681,2020-09-03
Nevada,70223,351,1363,27,0.0194,38.3135,-117.0554,2020-09-03
New Hampshire,7347,38,432,0,0.0588,43.4525,-71.5639,2020-09-03
New Jersey,192973,378,15971,7,0.0828,40.2989,-74.521,2020-09-03
New Mexico,25812,200,791,1,0.0306,34.8405,-106.2485,2020-09-03
New York,437107,889,32976,4,0.0754,42.1657,-74.9481,2020-09-03
North Carolina,172201,1648,2803,24,0.0163,35.6301,-79.8064,2020-09-03
North Dakota,12629,362,150,2,0.0119,47.5289,-99.784,2020-09-03
Ohio,127112,1345,4226,50,0.0332,40.3888,-82.7649,2020-09-03
Oklahoma,61027,909,835,14,0.0137,35.5653,-96.9289,2020-09-03
Oregon,27336,261,470,2,0.0172,44.572,-122.0709,2020-09-03
Pennsylvania,141570,1038,7724,19,0.0546,40.5908,-77.2098,2020-09-03
Rhode Island,22143,65,1055,4,0.0476,41.6809,-71.5118,2020-09-03
South Carolina,121696,1193,2807,13,0.0231,33.8569,-80.945,2020-09-03
South Dakota,14337,334,169,0,0.0118,44.2998,-99.4388,2020-09-03
Tennessee,159546,1715,1815,18,0.0114,35.7478,-86.6923,2020-09-03
Texas,645422,3567,13296,192,0.0206,31.0545,-97.5635,2020-09-03
Utah,53326,504,414,4,0.0078,40.15,-111.8624,2020-09-03
Vermont,1637,0,58,0,0.0354,44.0459,-72.7107,2020-09-03
Virginia,123637,1119,2652,11,0.0214,37.7693,-78.17,2020-09-03
Washington,75856,479,1945,10,0.0256,47.4009,-121.4905,2020-09-03
West Virginia,10855,197,240,7,0.0221,38.4912,-80.9545,2020-09-03
Wisconsin,77856,727,1146,4,0.0147,44.2685,-89.6165,2020-09-03
Wyoming,3941,30,41,0,0.0104,42.756,-107.3025,2020-09-03
Alabama,130393,1108,2266,33,0.0174,32.3182,-86.9023,2020-09-04
Alaska,5584,120,40,0,0.0072,61.3707,-152.4044,2020-09-04
Arizona,204681,728,5171,41,0.0253,33.7298,-111.4312,2020-09-04
Arkansas,64175,1094,873,12,0.0136,34.9697,-92.3731,2020-09-04
California,730662,4644,13638,145,0.0187,36.1162,-119.6816,2020-09-04
Colorado,58267,0,1955,0,0.0336,39.0598,-105.3111,2020-09-04
Connecticut,53365,156,4468,0,0.0837,41.5978,-72.7554,2020-09-04
Delaware,17752,99,606,0,0.0341,39.3185,-75.5071,2020-09-04
District of Columbia,14186,51,611,2,0.0431,38.8974,-77.0268,2020-09-04
Florida,640211,3198,11750,100,0.0184,27.7663,-81.6868,2020-09-04
Georgia,279354,2066,5931,63,0.0212,33.0406,-83.6431,2020-09-04
Idaho,33193,266,382,10,0.0115,44.2405,-114.4788,2020-09-04
Illinois,247298,5594,8362,38,0.0338,40.3495,-88.9861,2020-09-04
Indiana,97884,1030,3350,18,0.0342,39.8494,-86.2583,2020-09-04
Iowa,68744,1053,1158,22,0.0168,42.0115,-93.2105,2020-09-04
Kansas,45365,971,478,7,0.0105,38.5266,-96.7265,2020-09-04
Kentucky,51677,792,987,11,0.0191,37.6681,-84.6701,2020-09-04
Louisiana,151473,822,5035,14,0.0332,31.1695,-91.8678,2020-09-04
Maine,4633,15,134,1,0.0289,44.6939,-69.3819,2020-09-04
Maryland,110831,819,3789,11,0.0342,39.0639,-76.8021,2020-09-04
Massachusetts,121758,212,9100,23,0.0747,42.2302,-71.5301,2020-09-04
Michigan,116295,1053,6798,7,0.0585,43.3266,-84.5361,2020-09-04
Minnesota,78966,843,1899,10,0.024,45.6945,-93.9002,2020-09-04
Mississippi,85939,823,2558,22,0.0298,32.7416,-89.6787,2020-09-04
Missouri,91228,1589,1607,21,0.0176,38.4561,-92.2884,2020-09-04
Montana,8019,148,114,3,0.0142,46.9219,-110.4544,2020-09-04
Nebraska,35661,192,404,0,0.0113,41.1254,-98.2681,2020-09-04
Nevada,70712,489,1375,12,0.0194,38.3135,-117.0554,2020-09-04
New Hampshire,7368,21,432,0,0.0586,43.4525,-71.5639,2020-09-04
New Jersey,193422,449,15978,7,0.0826,40.2989,-74.521,2020-09-04
New Mexico,25902,90,794,3,0.0307,34.8405,-106.2485,2020-09-04
New York,437971,864,32982,6,0.0753,42.1657,-74.9481,2020-09-04
North Carolina,174253,2052,2839,36,0.0163,35.6301,-79.8064,2020-09-04
North Dakota,12973,344,150,0,0.0116,47.5289,-99.784,2020-09-04
Ohio,128444,1332,4248,22,0.0331,40.3888,-82.7649,2020-09-04
Oklahoma,62040,1013,846,11,0.0136,35.5653,-96.9289,2020-09-04
Oregon,27601,265,475,5,0.0172,44.572,-122.0709,2020-09-04
Pennsylvania,142495,925,7735,11,0.0543,40.5908,-77.2098,2020-09-04
Rhode Island,22243,100,1055,0,0.0474,41.6809,-71.5118,2020-09-04
South Carolina,123325,1629,2846,39,0.0231,33.8569,-80.945,2020-09-04
South Dakota,14596,259,170,1,0.0116,44.2998,-99.4388,2020-09-04
Tennessee,160597,1051,1837,22,0.0114,35.7478,-86.6923,2020-09-04
Texas,651350,5928,13426,130,0.0206,31.0545,-97.5635,2020-09-04
Utah,53839,513,419,5,0.0078,40.15,-111.8624,2020-09-04
Vermont,1642,5,58,0,0.0353,44.0459,-72.7107,2020-09-04
Virginia,124738,1101,2662,10,0.0213,37.7693,-78.17,2020-09-04
Washington,76335,479,1953,8,0.0256,47.4009,-121.4905,2020-09-04
West Virginia,11042,187,245,5,0.0222,38.4912,-80.9545,2020-09-04
Wisconsin,79354,1498,1153,7,0.0145,44.2685,-89.6165,2020-09-04
Wyoming,3990,49,42,1,0.0105,42.756,-107.3025,2020-09-04
Alabama,131803,1410,2275,9,0.0173,32.3182,-86.9023,2020-09-05
Alaska,5677,93,42,2,0.0074,61.3707,-152.4044,2020-09-05
Arizona,205517,836,5207,36,0.0253,33.7298,-111.4312,2020-09-05
Arkansas,64690,515,882,9,0.0136,34.9697,-92.3731,2020-09-05
California,735314,4652,13709,71,0.0186,36.1162,-119.6816,2020-09-05
Colorado,58966,699,1971,16,0.0334,39.0598,-105.3111,2020-09-05
Connecticut,53365,0,4468,0,0.0837,41.5978,-72.7554,2020-09-05
Delaware,17892,140,608,2,0.034,39.3185,-75.5071,2020-09-05
District of Columbia,14238,52,611,0,0.0429,38.8974,-77.0268,2020-09-05
Florida,643867,3656,11811,61,0.0183,27.7663,-81.6868,2020-09-05
Georgia,281548,2194,5977,46,0.0212,33.0406,-83.6431,2020-09-05
Idaho,33474,281,384,2,0.0115,44.2405,-114.4788,2020-09-05
Illinois,250102,2804,8385,23,0.0335,40.3495,-88.9861,2020-09-05
Indiana,98961,1077,3362,12,0.034,39.8494,-86.2583,2020-09-05
Iowa,69690,946,1164,6,0.0167,42.0115,-93.2105,2020-09-05
Kansas,45656,291,480,2,0.0105,38.5266,-96.7265,2020-09-05
Kentucky,52464,787,993,6,0.0189,37.6681,-84.6701,2020-09-05
Louisiana,151473,0,5035,0,0.0332,31.1695,-91.8678,2020-09-05
Maine,4633,0,134,0,0.0289,44.6939,-69.3819,2020-09-05
Maryland,111607,776,3796,7,0.034,39.0639,-76.8021,2020-09-05
Massachusetts,122196,438,9116,16,0.0746,42.2302,-71.5301,2020-09-05
Michigan,117191,896,6806,8,0.0581,43.3266,-84.5361,2020-09-05
Minnesota,79880,914,1903,4,0.0238,45.6945,-93.9002,2020-09-05
Mississippi,86478,539,2569,11,0.0297,32.7416,-89.6787,2020-09-05
Missouri,93171,1943,1668,61,0.0179,38.4561,-92.2884,2020-09-05
Montana,8164,145,116,2,0.0142,46.9219,-110.4544,2020-09-05
Nebraska,35805,144,404,0,0.0113,41.1254,-98.2681,2020-09-05
Nevada,71102,390,1388,13,0.0195,38.3135,-117.0554,2020-09-05
New Hampshire,7424,56,432,0,0.0582,43.4525,-71.5639,2020-09-05
New Jersey,193747,325,15985,7,0.0825,40.2989,-74.521,2020-09-05
New Mexico,26048,146,800,6,0.0307,34.8405,-106.2485,2020-09-05
New York,438772,801,32987,5,0.0752,42.1657,-74.9481,2020-09-05
North Carolina,175815,1562,2889,50,0.0164,35.6301,-79.8064,2020-09-05
North Dakota,13334,361,155,5,0.0116,47.5289,-99.784,2020-09-05
Ohio,129785,1341,4256,8,0.0328,40.3888,-82.7649,2020-09-05
Oklahoma,63187,1147,850,4,0.0135,35.5653,-96.9289,2020-09-05
Oregon,27856,255,480,5,0.0172,44.572,-122.0709,2020-09-05
Pennsylvania,143280,785,7750,15,0.0541,40.5908,-77.2098,2020-09-05
Rhode Island,22243,0,1055,0,0.0474,41.6809,-71.5118,2020-09-05
South Carolina,124289,964,2877,31,0.0231,33.8569,-80.945,2020-09-05
South Dakota,14889,293,173,3,0.0116,44.2998,-99.4388,2020-09-05
Tennessee,162362,1765,1862,25,0.0115,35.7478,-86.6923,2020-09-05
Texas,655815,4465,13576,150,0.0207,31.0545,-97.5635,2020-09-05
Utah,54272,433,420,1,0.0077,40.15,-111.8624,2020-09-05
Vermont,1647,5,58,0,0.0352,44.0459,-72.7107,2020-09-05
Virginia,125681,943,2677,15,0.0213,37.7693,-78.17,2020-09-05
Washington,76836,501,1953,0,0.0254,47.4009,-121.4905,2020-09-05
West Virginia,11293,251,246,1,0.0218,38.4912,-80.9545,2020-09-05
Wisconsin,80300,946,1168,15,0.0145,44.2685,-89.6165,2020-09-05
Wyoming,3990,0,42,0,0.0105,42.756,-107.3025,2020-09-05
Alabama,132314,511,2276,1,0.0172,32.3182,-86.9023,2020-09-06
Alaska,5760,83,42,0,0.0073,61.3707,-152.4044,2020-09-06
Arizona,205767,250,5221,14,0.0254,33.7298,-111.4312,2020-09-06
Arkansas,65377,687,894,12,0.0137,34.9697,-92.3731,2020-09-06
California,738856,3542,13731,22,0.0186,36.1162,-119.6816,2020-09-06
Colorado,59251,285,1972,1,0.0333,39.0598,-105.3111,2020-09-06
Connecticut,53365,0,4468,0,0.0837,41.5978,-72.7554,2020-09-06
Delaware,18043,151,609,1,0.0338,39.3185,-75.5071,2020-09-06
District of Columbia,14279,41,611,0,0.0428,38.8974,-77.0268,2020-09-06
Florida,646431,2564,11849,38,0.0183,27.7663,-81.6868,2020-09-06
Georgia,283199,1651,6037,60,0.0213,33.0406,-83.6431,2020-09-06
Idaho,33664,190,385,1,0.0114,44.2405,-114.4788,2020-09-06
Illinois,251515,1413,8390,5,0.0334,40.3495,-88.9861,2020-09-06
Indiana,99804,843,3364,2,0.0337,39.8494,-86.2583,2020-09-06
Iowa,70215,525,1167,3,0.0166,42.0115,-93.2105,2020-09-06
Kansas,45830,174,481,1,0.0105,38.5266,-96.7265,2020-09-06
Kentucky,52774,310,996,3,0.0189,37.6681,-84.6701,2020-09-06
Louisiana,152868,1395,5093,58,0.0333,31.1695,-91.8678,2020-09-06
Maine,4683,50,134,0,0.0286,44.6939,-69.3819,2020-09-06
Maryland,112119,512,3799,3,0.0339,39.0639,-76.8021,2020-09-06
Massachusetts,122562,366,9125,9,0.0745,42.2302,-71.5301,2020-09-06
Michigan,117191,0,6806,0,0.0581,43.3266,-84.5361,2020-09-06
Minnesota,80587,707,1909,6,0.0237,45.6945,-93.9002,2020-09-06
Mississippi,86888,410,2584,15,0.0297,32.7416,-89.6787,2020-09-06
Missouri,94492,1321,1685,17,0.0178,38.4561,-92.2884,2020-09-06
Montana,8264,100,117,1,0.0142,46.9219,-110.4544,2020-09-06
Nebraska,35886,81,404,0,0.0113,41.1254,-98.2681,2020-09-06
Nevada,71610,508,1389,1,0.0194,38.3135,-117.0554,2020-09-06
New Hampshire,7447,23,433,1,0.0581,43.4525,-71.5639,2020-09-06
New Jersey,194058,311,15989,4,0.0824,40.2989,-74.521,2020-09-06
New Mexico,26107,59,803,3,0.0308,34.8405,-106.2485,2020-09-06
New York,439501,729,32987,0,0.0751,42.1657,-74.9481,2020-09-06
North Carolina,176901,1086,2890,1,0.0163,35.6301,-79.8064,2020-09-06
North Dakota,13631,297,156,1,0.0114,47.5289,-99.784,2020-09-06
Ohio,130558,773,4259,3,0.0326,40.3888,-82.7649,2020-09-06
Oklahoma,63607,420,853,3,0.0134,35.5653,-96.9289,2020-09-06
Oregon,28044,188,481,1,0.0172,44.572,-122.0709,2020-09-06
Pennsylvania,143824,544,7750,0,0.0539,40.5908,-77.2098,2020-09-06
Rhode Island,22243,0,1055,0,0.0474,41.6809,-71.5118,2020-09-06
South Carolina,124952,663,2887,10,0.0231,33.8569,-80.945,2020-09-06
South Dakota,15109,220,173,0,0.0115,44.2998,-99.4388,2020-09-06
Tennessee,164126,1764,1865,3,0.0114,35.7478,-86.6923,2020-09-06
Texas,658202,2387,13654,78,0.0207,31.0545,-97.5635,2020-09-06
Utah,54660,388,422,2,0.0077,40.15,-111.8624,2020-09-06
Vermont,1648,1,58,0,0.0352,44.0459,-72.7107,2020-09-06
Virginia,126877,1196,2678,1,0.0211,37.7693,-78.17,2020-09-06
Washington,77235,399,1953,0,0.0253,47.4009,-121.4905,2020-09-06
West Virginia,11418,125,249,3,0.0218,38.4912,-80.9545,2020-09-06
Wisconsin,81193,893,1168,0,0.0144,44.2685,-89.6165,2020-09-06
Wyoming,4032,42,42,0,0.0104,42.756,-107.3025,2020-09-06
Alabama,132973,659,2276,0,0.0171,32.3182,-86.9023,2020-09-07
Alaska,5793,33,42,0,0.0073,61.3707,-152.4044,2020-09-07
Arizona,205964,197,5219,-2,0.0253,33.7298,-111.4312,2020-09-07
Arkansas,65727,350,908,14,0.0138,34.9697,-92.3731,2020-09-07
California,740965,2109,13758,27,0.0186,36.1162,-119.6816,2020-09-07
Colorado,59464,213,1973,1,0.0332,39.0598,-105.3111,2020-09-07
Connecticut,53365,0,4468,0,0.0837,41.5978,-72.7554,2020-09-07
Delaware,18249,206,609,0,0.0334,39.3185,-75.5071,2020-09-07
District of Columbia,14315,36,611,0,0.0427,38.8974,-77.0268,2020-09-07
Florida,648269,1838,11871,22,0.0183,27.7663,-81.6868,2020-09-07
Georgia,283807,608,6044,7,0.0213,33.0406,-83.6431,2020-09-07
Idaho,33738,74,385,0,0.0114,44.2405,-114.4788,2020-09-07
Illinois,252884,1369,8398,8,0.0332,40.3495,-88.9861,2020-09-07
Indiana,100394,590,3368,4,0.0335,39.8494,-86.2583,2020-09-07
Iowa,70537,322,1170,3,0.0166,42.0115,-93.2105,2020-09-07
Kansas,46337,507,483,2,0.0104,38.5266,-96.7265,2020-09-07
Kentucky,53064,290,996,0,0.0188,37.6681,-84.6701,2020-09-07
Louisiana,153177,309,5105,12,0.0333,31.1695,-91.8678,2020-09-07
Maine,4701,18,134,0,0.0285,44.6939,-69.3819,2020-09-07
Maryland,112883,764,3804,5,0.0337,39.0639,-76.8021,2020-09-07
Massachusetts,122791,229,9133,8,0.0744,42.2302,-71.5301,2020-09-07
Michigan,118403,1212,6810,4,0.0575,43.3266,-84.5361,2020-09-07
Minnesota,81225,638,1912,3,0.0235,45.6945,-93.9002,2020-09-07
Mississippi,87130,242,2585,1,0.0297,32.7416,-89.6787,2020-09-07
Missouri,95406,914,1687,2,0.0177,38.4561,-92.2884,2020-09-07
Montana,8316,52,118,1,0.0142,46.9219,-110.4544,2020-09-07
Nebraska,35975,89,404,0,0.0112,41.1254,-98.2681,2020-09-07
Nevada,71967,357,1393,4,0.0194,38.3135,-117.0554,2020-09-07
New Hampshire,7476,29,433,0,0.0579,43.4525,-71.5639,2020-09-07
New Jersey,194390,332,15991,2,0.0823,40.2989,-74.521,2020-09-07
New Mexico,26144,37,807,4,0.0309,34.8405,-106.2485,2020-09-07
New York,440021,520,33002,15,0.075,42.1657,-74.9481,2020-09-07
North Carolina,177919,1018,2897,7,0.0163,35.6301,-79.8064,2020-09-07
North Dakota,13801,170,156,0,0.0113,47.5289,-99.784,2020-09-07
Ohio,131336,778,4276,17,0.0326,40.3888,-82.7649,2020-09-07
Oklahoma,64220,613,853,0,0.0133,35.5653,-96.9289,2020-09-07
Oregon,28190,146,482,1,0.0171,44.572,-122.0709,2020-09-07
Pennsylvania,144540,716,7771,21,0.0538,40.5908,-77.2098,2020-09-07
Rhode Island,22243,0,1055,0,0.0474,41.6809,-71.5118,2020-09-07
South Carolina,125607,655,2907,20,0.0231,33.8569,-80.945,2020-09-07
South Dakota,15300,191,173,0,0.0113,44.2998,-99.4388,2020-09-07
Tennessee,165109,983,1869,4,0.0113,35.7478,-86.6923,2020-09-07
Texas,659041,839,13697,43,0.0208,31.0545,-97.5635,2020-09-07
Utah,55033,373,423,1,0.0077,40.15,-111.8624,2020-09-07
Vermont,1651,3,58,0,0.0351,44.0459,-72.7107,2020-09-07
Virginia,127516,639,2684,6,0.021,37.7693,-78.17,2020-09-07
Washington,77545,310,1953,0,0.0252,47.4009,-121.4905,2020-09-07
West Virginia,11575,157,248,-1,0.0214,38.4912,-80.9545,2020-09-07
Wisconsin,81760,567,1168,0,0.0143,44.2685,-89.6165,2020-09-07
Wyoming,4032,0,42,0,0.0104,42.756,-107.3025,2020-09-07
Alabama,133606,633,2277,1,0.017,32.3182,-86.9023,2020-09-08
Alaska,5828,35,42,0,0.0072,61.3707,-152.4044,2020-09-08
Arizona,206045,81,5221,2,0.0253,33.7298,-111.4312,2020-09-08
Arkansas,66021,294,917,9,0.0139,34.9697,-92.3731,2020-09-08
California,744344,3379,13823,65,0.0186,36.1162,-119.6816,2020-09-08
Colorado,59651,187,1973,0,0.0331,39.0598,-105.3111,2020-09-08
Connecticut,53782,417,4474,6,0.0832,41.5978,-72.7554,2020-09-08
Delaware,18308,59,609,0,0.0333,39.3185,-75.5071,2020-09-08
District of Columbia,14362,47,611,0,0.0425,38.8974,-77.0268,2020-09-08
Florida,650092,1823,11915,44,0.0183,27.7663,-81.6868,2020-09-08
Georgia,285350,1543,6070,26,0.0213,33.0406,-83.6431,2020-09-08
Idaho,33978,240,389,4,0.0114,44.2405,-114.4788,2020-09-08
Illinois,254276,1392,8405,7,0.0331,40.3495,-88.9861,2020-09-08
Indiana,100780,386,3380,12,0.0335,39.8494,-86.2583,2020-09-08
Iowa,71019,482,1185,15,0.0167,42.0115,-93.2105,2020-09-08
Kansas,47012,675,484,1,0.0103,38.5266,-96.7265,2020-09-08
Kentucky,53319,255,997,1,0.0187,37.6681,-84.6701,2020-09-08
Louisiana,153433,256,5118,13,0.0334,31.1695,-91.8678,2020-09-08
Maine,4714,13,134,0,0.0284,44.6939,-69.3819,2020-09-08
Maryland,113239,356,3807,3,0.0336,39.0639,-76.8021,2020-09-08
Massachusetts,122962,171,9141,8,0.0743,42.2302,-71.5301,2020-09-08
Michigan,118902,499,6811,1,0.0573,43.3266,-84.5361,2020-09-08
Minnesota,81608,383,1914,2,0.0235,45.6945,-93.9002,2020-09-08
Mississippi,87379,249,2585,0,0.0296,32.7416,-89.6787,2020-09-08
Missouri,96181,775,1690,3,0.0176,38.4561,-92.2884,2020-09-08
Montana,8381,65,119,1,0.0142,46.9219,-110.4544,2020-09-08
Nebraska,36469,494,407,3,0.0112,41.1254,-98.2681,2020-09-08
Nevada,72104,137,1393,0,0.0193,38.3135,-117.0554,2020-09-08
New Hampshire,7494,18,433,0,0.0578,43.4525,-71.5639,2020-09-08
New Jersey,194667,277,15996,5,0.0822,40.2989,-74.521,2020-09-08
New Mexico,26181,37,807,0,0.0308,34.8405,-106.2485,2020-09-08
New York,440578,557,33016,14,0.0749,42.1657,-74.9481,2020-09-08
North Carolina,178635,716,2909,12,0.0163,35.6301,-79.8064,2020-09-08
North Dakota,13872,71,156,0,0.0112,47.5289,-99.784,2020-09-08
Ohio,131992,656,4298,22,0.0326,40.3888,-82.7649,2020-09-08
Oklahoma,65053,833,854,1,0.0131,35.5653,-96.9289,2020-09-08
Oregon,28356,166,486,4,0.0171,44.572,-122.0709,2020-09-08
Pennsylvania,145156,616,7780,9,0.0536,40.5908,-77.2098,2020-09-08
Rhode Island,22592,349,1059,4,0.0469,41.6809,-71.5118,2020-09-08
South Carolina,125908,301,2912,5,0.0231,33.8569,-80.945,2020-09-08
South Dakota,15403,103,173,0,0.0112,44.2998,-99.4388,2020-09-08
Tennessee,165754,645,1896,27,0.0114,35.7478,-86.6923,2020-09-08
Texas,662427,3386,13792,95,0.0208,31.0545,-97.5635,2020-09-08
Utah,55359,326,424,1,0.0077,40.15,-111.8624,2020-09-08
Vermont,1654,3,58,0,0.0351,44.0459,-72.7107,2020-09-08
Virginia,128350,834,2686,2,0.0209,37.7693,-78.17,2020-09-08
Washington,77545,0,1953,0,0.0252,47.4009,-121.4905,2020-09-08
West Virginia,11662,87,252,4,0.0216,38.4912,-80.9545,2020-09-08
Wisconsin,82477,717,1168,0,0.0142,44.2685,-89.6165,2020-09-08
Wyoming,4105,73,42,0,0.0102,42.756,-107.3025,2020-09-08
Alabama,134417,811,2285,8,0.017,32.3182,-86.9023,2020-09-09
Alaska,5891,63,42,0,0.0071,61.3707,-152.4044,2020-09-09
Arizona,206541,496,5251,30,0.0254,33.7298,-111.4312,2020-09-09
Arkansas,66406,385,928,11,0.014,34.9697,-92.3731,2020-09-09
California,747290,2946,13983,160,0.0187,36.1162,-119.6816,2020-09-09
Colorado,59891,240,1977,4,0.033,39.0598,-105.3111,2020-09-09
Connecticut,53871,89,4474,0,0.0831,41.5978,-72.7554,2020-09-09
Delaware,18308,0,609,0,0.0333,39.3185,-75.5071,2020-09-09
District of Columbia,14387,25,615,4,0.0427,38.8974,-77.0268,2020-09-09
Florida,652259,2167,12110,195,0.0186,27.7663,-81.6868,2020-09-09
Georgia,287300,1950,6128,58,0.0213,33.0406,-83.6431,2020-09-09
Idaho,35353,1375,420,31,0.0119,44.2405,-114.4788,2020-09-09
