State,Total Cases,New Cases,Total Deaths,New Deaths,Fatality Rate,Latitude,Longitude,Date
Illinois,255613,1337,8433,28,0.033,40.3495,-88.9861,2020-09-09
Indiana,101485,705,3397,17,0.0335,39.8494,-86.2583,2020-09-09
Iowa,71595,576,1204,19,0.0168,42.0115,-93.2105,2020-09-09
Kansas,47424,412,499,15,0.0105,38.5266,-96.7265,2020-09-09
Kentucky,53977,658,1013,16,0.0188,37.6681,-84.6701,2020-09-09
Louisiana,154955,1522,5140,22,0.0332,31.1695,-91.8678,2020-09-09
Maine,4713,-1,134,0,0.0284,44.6939,-69.3819,2020-09-09
Maryland,113575,336,3816,9,0.0336,39.0639,-76.8021,2020-09-09
Massachusetts,123143,181,9146,5,0.0743,42.2302,-71.5301,2020-09-09
Michigan,119872,970,6886,75,0.0574,43.3266,-84.5361,2020-09-09
Minnesota,81868,260,1921,7,0.0235,45.6945,-93.9002,2020-09-09
Mississippi,87805,426,2623,38,0.0299,32.7416,-89.6787,2020-09-09
Missouri,97504,1323,1702,12,0.0175,38.4561,-92.2884,2020-09-09
Montana,8468,87,122,3,0.0144,46.9219,-110.4544,2020-09-09
Nebraska,36917,448,421,14,0.0114,41.1254,-98.2681,2020-09-09
Nevada,72258,154,1412,19,0.0195,38.3135,-117.0554,2020-09-09
New Hampshire,7494,0,433,0,0.0578,43.4525,-71.5639,2020-09-09
New Jersey,194994,327,16008,12,0.0821,40.2989,-74.521,2020-09-09
New Mexico,26268,87,813,6,0.031,34.8405,-106.2485,2020-09-09
New York,441154,576,33019,3,0.0748,42.1657,-74.9481,2020-09-09
North Carolina,179536,901,2958,49,0.0165,35.6301,-79.8064,2020-09-09
North Dakota,14110,238,157,1,0.0111,47.5289,-99.784,2020-09-09
Ohio,132965,973,4324,26,0.0325,40.3888,-82.7649,2020-09-09
Oklahoma,65929,876,863,9,0.0131,35.5653,-96.9289,2020-09-09
Oregon,28471,115,494,8,0.0174,44.572,-122.0709,2020-09-09
Pennsylvania,146029,873,7794,14,0.0534,40.5908,-77.2098,2020-09-09
Rhode Island,22676,84,1062,3,0.0468,41.6809,-71.5118,2020-09-09
South Carolina,126213,305,2942,30,0.0233,33.8569,-80.945,2020-09-09
South Dakota,15571,168,173,0,0.0111,44.2998,-99.4388,2020-09-09
Tennessee,166606,852,1931,35,0.0116,35.7478,-86.6923,2020-09-09
Texas,667500,5073,13923,131,0.0209,31.0545,-97.5635,2020-09-09
Utah,55673,314,427,3,0.0077,40.15,-111.8624,2020-09-09
Vermont,1656,2,58,0,0.035,44.0459,-72.7107,2020-09-09
Virginia,129229,879,2697,11,0.0209,37.7693,-78.17,2020-09-09
Washington,78009,464,1978,25,0.0254,47.4009,-121.4905,2020-09-09
West Virginia,11814,152,255,3,0.0216,38.4912,-80.9545,2020-09-09
Wisconsin,83334,857,1183,15,0.0142,44.2685,-89.6165,2020-09-09
Wyoming,4152,47,42,0,0.0101,42.756,-107.3025,2020-09-09
Alabama,135565,1148,2301,16,0.017,32.3182,-86.9023,2020-09-10
Alaska,6012,121,42,0,0.007,61.3707,-152.4044,2020-09-10
Arizona,207002,461,5273,22,0.0255,33.7298,-111.4312,2020-09-10
Arkansas,66804,398,940,12,0.0141,34.9697,-92.3731,2020-09-10
California,750961,3671,14077,94,0.0187,36.1162,-119.6816,2020-09-10
Colorado,60155,264,1979,2,0.0329,39.0598,-105.3111,2020-09-10
Connecticut,54093,222,4478,4,0.0828,41.5978,-72.7554,2020-09-10
Delaware,18466,158,613,4,0.0332,39.3185,-75.5071,2020-09-10
District of Columbia,14412,25,616,1,0.0427,38.8974,-77.0268,2020-09-10
Florida,654731,2472,12326,216,0.0188,27.7663,-81.6868,2020-09-10
Georgia,289123,1823,6204,76,0.0215,33.0406,-83.6431,2020-09-10
Idaho,34617,-736,407,-13,0.0118,44.2405,-114.4788,2020-09-10
Illinois,257566,1953,8461,28,0.0328,40.3495,-88.9861,2020-09-10
Indiana,102243,758,3410,13,0.0334,39.8494,-86.2583,2020-09-10
Iowa,72458,863,1207,3,0.0167,42.0115,-93.2105,2020-09-10
Kansas,47802,378,503,4,0.0105,38.5266,-96.7265,2020-09-10
Kentucky,54772,795,1035,22,0.0189,37.6681,-84.6701,2020-09-10
Louisiana,155419,464,5161,21,0.0332,31.1695,-91.8678,2020-09-10
Maine,4760,47,134,0,0.0282,44.6939,-69.3819,2020-09-10
Maryland,114078,503,3824,8,0.0335,39.0639,-76.8021,2020-09-10
Massachusetts,123546,403,9166,20,0.0742,42.2302,-71.5301,2020-09-10
Michigan,120846,974,6894,8,0.057,43.3266,-84.5361,2020-09-10
Minnesota,82249,381,1936,15,0.0235,45.6945,-93.9002,2020-09-10
Mississippi,88322,517,2656,33,0.0301,32.7416,-89.6787,2020-09-10
Missouri,98738,1234,1713,11,0.0173,38.4561,-92.2884,2020-09-10
Montana,8663,195,123,1,0.0142,46.9219,-110.4544,2020-09-10
Nebraska,37373,456,430,9,0.0115,41.1254,-98.2681,2020-09-10
Nevada,72546,288,1429,17,0.0197,38.3135,-117.0554,2020-09-10
New Hampshire,7573,79,434,1,0.0573,43.4525,-71.5639,2020-09-10
New Jersey,195414,420,16014,6,0.0819,40.2989,-74.521,2020-09-10
New Mexico,26429,161,816,3,0.0309,34.8405,-106.2485,2020-09-10
New York,441911,757,33019,0,0.0747,42.1657,-74.9481,2020-09-10
North Carolina,180754,1218,2990,32,0.0165,35.6301,-79.8064,2020-09-10
North Dakota,14443,333,160,3,0.0111,47.5289,-99.784,2020-09-10
Ohio,134086,1121,4354,30,0.0325,40.3888,-82.7649,2020-09-10
Oklahoma,66700,771,876,13,0.0131,35.5653,-96.9289,2020-09-10
Oregon,28654,183,497,3,0.0173,44.572,-122.0709,2020-09-10
Pennsylvania,146696,667,7807,13,0.0532,40.5908,-77.2098,2020-09-10
Rhode Island,22782,106,1067,5,0.0468,41.6809,-71.5118,2020-09-10
South Carolina,126592,379,2975,33,0.0235,33.8569,-80.945,2020-09-10
South Dakota,15834,263,177,4,0.0112,44.2998,-99.4388,2020-09-10
Tennessee,168237,1631,1988,57,0.0118,35.7478,-86.6923,2020-09-10
Texas,669592,2092,13930,7,0.0208,31.0545,-97.5635,2020-09-10
Utah,56019,346,430,3,0.0077,40.15,-111.8624,2020-09-10
Vermont,1661,5,58,0,0.0349,44.0459,-72.7107,2020-09-10
Virginia,130460,1231,2708,11,0.0208,37.7693,-78.17,2020-09-10
Washington,78467,458,1985,7,0.0253,47.4009,-121.4905,2020-09-10
West Virginia,12016,202,258,3,0.0215,38.4912,-80.9545,2020-09-10
Wisconsin,84881,1547,1193,10,0.0141,44.2685,-89.6165,2020-09-10
Wyoming,4199,47,42,0,0.01,42.756,-107.3025,2020-09-10
Alabama,136703,1138,2333,32,0.0171,32.3182,-86.9023,2020-09-11
Alaska,6104,92,43,1,0.007,61.3707,-152.4044,2020-09-11
Arizona,207523,521,5288,15,0.0255,33.7298,-111.4312,2020-09-11
Arkansas,67911,1107,953,13,0.014,34.9697,-92.3731,2020-09-11
California,754905,3944,14230,153,0.0189,36.1162,-119.6816,2020-09-11
Colorado,60462,307,1985,6,0.0328,39.0598,-105.3111,2020-09-11
Connecticut,54326,233,4480,2,0.0825,41.5978,-72.7554,2020-09-11
Delaware,18559,93,613,0,0.033,39.3185,-75.5071,2020-09-11
District of Columbia,14493,81,616,0,0.0425,38.8974,-77.0268,2020-09-11
Florida,658381,3650,12502,176,0.019,27.7663,-81.6868,2020-09-11
Georgia,290781,1658,6246,42,0.0215,33.0406,-83.6431,2020-09-11
Idaho,34950,333,412,5,0.0118,44.2405,-114.4788,2020-09-11
Illinois,259879,2313,8505,44,0.0327,40.3495,-88.9861,2020-09-11
Indiana,103505,1262,3420,10,0.033,39.8494,-86.2583,2020-09-11
Iowa,73399,941,1216,9,0.0166,42.0115,-93.2105,2020-09-11
Kansas,48370,568,516,13,0.0107,38.5266,-96.7265,2020-09-11
Kentucky,55704,932,1044,9,0.0187,37.6681,-84.6701,2020-09-11
Louisiana,156174,755,5202,41,0.0333,31.1695,-91.8678,2020-09-11
Maine,4792,32,134,0,0.028,44.6939,-69.3819,2020-09-11
Maryland,114724,646,3828,4,0.0334,39.0639,-76.8021,2020-09-11
Massachusetts,123986,440,9180,14,0.074,42.2302,-71.5301,2020-09-11
Michigan,122251,1405,6900,6,0.0564,43.3266,-84.5361,2020-09-11
Minnesota,82716,467,1949,13,0.0236,45.6945,-93.9002,2020-09-11
Mississippi,89175,853,2670,14,0.0299,32.7416,-89.6787,2020-09-11
Missouri,100268,1530,1720,7,0.0172,38.4561,-92.2884,2020-09-11
Montana,8785,122,131,8,0.0149,46.9219,-110.4544,2020-09-11
Nebraska,37851,478,437,7,0.0115,41.1254,-98.2681,2020-09-11
Nevada,72806,260,1439,10,0.0198,38.3135,-117.0554,2020-09-11
New Hampshire,7620,47,434,0,0.057,43.4525,-71.5639,2020-09-11
New Jersey,195888,474,16023,9,0.0818,40.2989,-74.521,2020-09-11
New Mexico,26563,134,818,2,0.0308,34.8405,-106.2485,2020-09-11
New York,442791,880,33019,0,0.0746,42.1657,-74.9481,2020-09-11
North Carolina,182286,1532,3023,33,0.0166,35.6301,-79.8064,2020-09-11
North Dakota,14684,241,164,4,0.0112,47.5289,-99.784,2020-09-11
Ohio,135326,1240,4403,49,0.0325,40.3888,-82.7649,2020-09-11
Oklahoma,67642,942,888,12,0.0131,35.5653,-96.9289,2020-09-11
Oregon,28865,211,499,2,0.0173,44.572,-122.0709,2020-09-11
Pennsylvania,147703,1007,7829,22,0.053,40.5908,-77.2098,2020-09-11
Rhode Island,22905,123,1071,4,0.0468,41.6809,-71.5118,2020-09-11
South Carolina,129046,2454,3028,53,0.0235,33.8569,-80.945,2020-09-11
South Dakota,16117,283,177,0,0.011,44.2998,-99.4388,2020-09-11
Tennessee,169859,1622,2025,37,0.0119,35.7478,-86.6923,2020-09-11
Texas,675034,5442,14227,297,0.0211,31.0545,-97.5635,2020-09-11
Utah,56675,656,431,1,0.0076,40.15,-111.8624,2020-09-11
Vermont,1668,7,58,0,0.0348,44.0459,-72.7107,2020-09-11
Virginia,131571,1111,2711,3,0.0206,37.7693,-78.17,2020-09-11
Washington,79011,544,1991,6,0.0252,47.4009,-121.4905,2020-09-11
West Virginia,12177,161,264,6,0.0217,38.4912,-80.9545,2020-09-11
Wisconsin,86250,1369,1197,4,0.0139,44.2685,-89.6165,2020-09-11
Wyoming,4264,65,42,0,0.0098,42.756,-107.3025,2020-09-11
Alabama,137646,943,2350,17,0.0171,32.3182,-86.9023,2020-09-12
Alaska,6207,103,44,1,0.0071,61.3707,-152.4044,2020-09-12
Arizona,208128,605,5315,27,0.0255,33.7298,-111.4312,2020-09-12
Arkansas,69710,1799,969,16,0.0139,34.9697,-92.3731,2020-09-12
California,758933,4028,14327,97,0.0189,36.1162,-119.6816,2020-09-12
Colorado,60876,414,1988,3,0.0327,39.0598,-105.3111,2020-09-12
Connecticut,54326,0,4480,0,0.0825,41.5978,-72.7554,2020-09-12
Delaware,18726,167,613,0,0.0327,39.3185,-75.5071,2020-09-12
District of Columbia,14493,0,616,0,0.0425,38.8974,-77.0268,2020-09-12
Florida,661571,3190,12600,98,0.019,27.7663,-81.6868,2020-09-12
Georgia,292905,2124,6287,41,0.0215,33.0406,-83.6431,2020-09-12
Idaho,35167,217,415,3,0.0118,44.2405,-114.4788,2020-09-12
Illinois,261999,2120,8527,22,0.0325,40.3495,-88.9861,2020-09-12
Indiana,104561,1056,3437,17,0.0329,39.8494,-86.2583,2020-09-12
Iowa,74205,806,1218,2,0.0164,42.0115,-93.2105,2020-09-12
Kansas,48658,288,526,10,0.0108,38.5266,-96.7265,2020-09-12
Kentucky,56415,711,1057,13,0.0187,37.6681,-84.6701,2020-09-12
Louisiana,156174,0,5202,0,0.0333,31.1695,-91.8678,2020-09-12
Maine,4834,42,135,1,0.0279,44.6939,-69.3819,2020-09-12
Maryland,115533,809,3836,8,0.0332,39.0639,-76.8021,2020-09-12
Massachusetts,124540,554,9196,16,0.0738,42.2302,-71.5301,2020-09-12
Michigan,123058,807,6911,11,0.0562,43.3266,-84.5361,2020-09-12
Minnesota,83588,872,1958,9,0.0234,45.6945,-93.9002,2020-09-12
Mississippi,89620,445,2685,15,0.03,32.7416,-89.6787,2020-09-12
Missouri,102290,2022,1728,8,0.0169,38.4561,-92.2884,2020-09-12
Montana,8925,140,133,2,0.0149,46.9219,-110.4544,2020-09-12
Nebraska,38120,269,437,0,0.0115,41.1254,-98.2681,2020-09-12
Nevada,73220,414,1449,10,0.0198,38.3135,-117.0554,2020-09-12
New Hampshire,7652,32,435,1,0.0568,43.4525,-71.5639,2020-09-12
New Jersey,196337,449,16027,4,0.0816,40.2989,-74.521,2020-09-12
New Mexico,26661,98,821,3,0.0308,34.8405,-106.2485,2020-09-12
New York,443640,849,33023,4,0.0744,42.1657,-74.9481,2020-09-12
North Carolina,183738,1452,3047,24,0.0166,35.6301,-79.8064,2020-09-12
North Dakota,15151,467,167,3,0.011,47.5289,-99.784,2020-09-12
Ohio,136568,1242,4411,8,0.0323,40.3888,-82.7649,2020-09-12
Oklahoma,68659,1017,899,11,0.0131,35.5653,-96.9289,2020-09-12
Oregon,29156,291,505,6,0.0173,44.572,-122.0709,2020-09-12
Pennsylvania,148635,932,7829,0,0.0527,40.5908,-77.2098,2020-09-12
Rhode Island,22905,0,1071,0,0.0468,41.6809,-71.5118,2020-09-12
South Carolina,129978,932,3040,12,0.0234,33.8569,-80.945,2020-09-12
South Dakota,16437,320,183,6,0.0111,44.2998,-99.4388,2020-09-12
Tennessee,170891,1032,2064,39,0.0121,35.7478,-86.6923,2020-09-12
Texas,677716,2682,14332,105,0.0211,31.0545,-97.5635,2020-09-12
Utah,57247,572,433,2,0.0076,40.15,-111.8624,2020-09-12
Vermont,1677,9,58,0,0.0346,44.0459,-72.7107,2020-09-12
Virginia,132868,1297,2722,11,0.0205,37.7693,-78.17,2020-09-12
Washington,79476,465,1991,0,0.0251,47.4009,-121.4905,2020-09-12
West Virginia,12528,351,266,2,0.0212,38.4912,-80.9545,2020-09-12
Wisconsin,87603,1353,1209,12,0.0138,44.2685,-89.6165,2020-09-12
Wyoming,4297,33,42,0,0.0098,42.756,-107.3025,2020-09-12
Alabama,138755,1109,2351,1,0.0169,32.3182,-86.9023,2020-09-13
Alaska,6268,61,44,0,0.007,61.3707,-152.4044,2020-09-13
Arizona,208512,384,5322,7,0.0255,33.7298,-111.4312,2020-09-13
Arkansas,70219,509,981,12,0.014,34.9697,-92.3731,2020-09-13
California,761728,2795,14378,51,0.0189,36.1162,-119.6816,2020-09-13
Colorado,61293,417,1988,0,0.0324,39.0598,-105.3111,2020-09-13
Connecticut,54326,0,4480,0,0.0825,41.5978,-72.7554,2020-09-13
Delaware,18849,123,615,2,0.0326,39.3185,-75.5071,2020-09-13
District of Columbia,14592,99,616,0,0.0422,38.8974,-77.0268,2020-09-13
Florida,663994,2423,12608,8,0.019,27.7663,-81.6868,2020-09-13
Georgia,294314,1409,6333,46,0.0215,33.0406,-83.6431,2020-09-13
Idaho,35279,112,415,0,0.0118,44.2405,-114.4788,2020-09-13
Illinois,263459,1460,8541,14,0.0324,40.3495,-88.9861,2020-09-13
Indiana,105804,1243,3438,1,0.0325,39.8494,-86.2583,2020-09-13
Iowa,74676,471,1220,2,0.0163,42.0115,-93.2105,2020-09-13
Kansas,48766,108,528,2,0.0108,38.5266,-96.7265,2020-09-13
Kentucky,56945,530,1060,3,0.0186,37.6681,-84.6701,2020-09-13
Louisiana,157455,1281,5235,33,0.0332,31.1695,-91.8678,2020-09-13
Maine,4863,29,136,1,0.028,44.6939,-69.3819,2020-09-13
Maryland,116110,577,3838,2,0.0331,39.0639,-76.8021,2020-09-13
Massachusetts,124826,286,9210,14,0.0738,42.2302,-71.5301,2020-09-13
Michigan,123058,0,6911,0,0.0562,43.3266,-84.5361,2020-09-13
Minnesota,84311,723,1971,13,0.0234,45.6945,-93.9002,2020-09-13
Mississippi,89874,254,2697,12,0.03,32.7416,-89.6787,2020-09-13
Missouri,103997,1707,1731,3,0.0166,38.4561,-92.2884,2020-09-13
Montana,9021,96,135,2,0.015,46.9219,-110.4544,2020-09-13
Nebraska,38188,68,434,-3,0.0114,41.1254,-98.2681,2020-09-13
Nevada,73537,317,1452,3,0.0197,38.3135,-117.0554,2020-09-13
New Hampshire,7696,44,436,1,0.0567,43.4525,-71.5639,2020-09-13
New Jersey,196634,297,16031,4,0.0815,40.2989,-74.521,2020-09-13
New Mexico,26761,100,823,2,0.0308,34.8405,-106.2485,2020-09-13
New York,444365,725,33023,0,0.0743,42.1657,-74.9481,2020-09-13
North Carolina,184936,1198,3052,5,0.0165,35.6301,-79.8064,2020-09-13
North Dakota,15577,426,168,1,0.0108,47.5289,-99.784,2020-09-13
Ohio,137405,837,4415,4,0.0321,40.3888,-82.7649,2020-09-13
Oklahoma,69354,695,905,6,0.013,35.5653,-96.9289,2020-09-13
Oregon,29337,181,509,4,0.0174,44.572,-122.0709,2020-09-13
Pennsylvania,148635,0,7829,0,0.0527,40.5908,-77.2098,2020-09-13
Rhode Island,22905,0,1071,0,0.0468,41.6809,-71.5118,2020-09-13
South Carolina,131864,1886,3064,24,0.0232,33.8569,-80.945,2020-09-13
South Dakota,16638,201,184,1,0.0111,44.2998,-99.4388,2020-09-13
Tennessee,171824,933,2078,14,0.0121,35.7478,-86.6923,2020-09-13
Texas,681885,4169,14405,73,0.0211,31.0545,-97.5635,2020-09-13
Utah,57875,628,433,0,0.0075,40.15,-111.8624,2020-09-13
Vermont,1684,7,58,0,0.0344,44.0459,-72.7107,2020-09-13
Virginia,133742,874,2724,2,0.0204,37.7693,-78.17,2020-09-13
Washington,79826,350,1991,0,0.0249,47.4009,-121.4905,2020-09-13
West Virginia,12705,177,267,1,0.021,38.4912,-80.9545,2020-09-13
Wisconsin,89185,1582,1210,1,0.0136,44.2685,-89.6165,2020-09-13
Wyoming,4346,49,42,0,0.0097,42.756,-107.3025,2020-09-13
Alabama,139459,704,2355,4,0.0169,32.3182,-86.9023,2020-09-14
Alaska,6343,75,44,0,0.0069,61.3707,-152.4044,2020-09-14
Arizona,208725,213,5322,0,0.0255,33.7298,-111.4312,2020-09-14
Arkansas,70627,408,992,11,0.014,34.9697,-92.3731,2020-09-14
California,765134,3406,14439,61,0.0189,36.1162,-119.6816,2020-09-14
Colorado,61667,374,1990,2,0.0323,39.0598,-105.3111,2020-09-14
Connecticut,54895,569,4485,5,0.0817,41.5978,-72.7554,2020-09-14
Delaware,18937,88,617,2,0.0326,39.3185,-75.5071,2020-09-14
District of Columbia,14622,30,616,0,0.0421,38.8974,-77.0268,2020-09-14
Florida,665730,1736,12642,34,0.019,27.7663,-81.6868,2020-09-14
Georgia,295337,1023,6353,20,0.0215,33.0406,-83.6431,2020-09-14
Idaho,35279,0,415,0,0.0118,44.2405,-114.4788,2020-09-14
Illinois,264831,1372,8546,5,0.0323,40.3495,-88.9861,2020-09-14
Indiana,106540,736,3439,1,0.0323,39.8494,-86.2583,2020-09-14
Iowa,75064,388,1224,4,0.0163,42.0115,-93.2105,2020-09-14
Kansas,49660,894,542,14,0.0109,38.5266,-96.7265,2020-09-14
Kentucky,57282,337,1065,5,0.0186,37.6681,-84.6701,2020-09-14
Louisiana,157947,492,5252,17,0.0333,31.1695,-91.8678,2020-09-14
Maine,4904,41,136,0,0.0277,44.6939,-69.3819,2020-09-14
Maryland,116646,536,3839,1,0.0329,39.0639,-76.8021,2020-09-14
Massachusetts,125080,254,9219,9,0.0737,42.2302,-71.5301,2020-09-14
Michigan,124287,1229,6921,10,0.0557,43.3266,-84.5361,2020-09-14
Minnesota,84949,638,1974,3,0.0232,45.6945,-93.9002,2020-09-14
Mississippi,90018,144,2706,9,0.0301,32.7416,-89.6787,2020-09-14
Missouri,105278,1281,1738,7,0.0165,38.4561,-92.2884,2020-09-14
Montana,9107,86,138,3,0.0152,46.9219,-110.4544,2020-09-14
Nebraska,38642,454,435,1,0.0113,41.1254,-98.2681,2020-09-14
Nevada,73814,277,1456,4,0.0197,38.3135,-117.0554,2020-09-14
New Hampshire,7714,18,436,0,0.0565,43.4525,-71.5639,2020-09-14
New Jersey,196968,334,16034,3,0.0814,40.2989,-74.521,2020-09-14
New Mexico,26842,81,823,0,0.0307,34.8405,-106.2485,2020-09-14
New York,444948,583,33030,7,0.0742,42.1657,-74.9481,2020-09-14
North Carolina,185780,844,3060,8,0.0165,35.6301,-79.8064,2020-09-14
North Dakota,15831,254,170,2,0.0107,47.5289,-99.784,2020-09-14
Ohio,138484,1079,4419,4,0.0319,40.3888,-82.7649,2020-09-14
Oklahoma,70223,869,905,0,0.0129,35.5653,-96.9289,2020-09-14
Oregon,29337,0,509,0,0.0174,44.572,-122.0709,2020-09-14
Pennsylvania,150000,1365,7855,26,0.0524,40.5908,-77.2098,2020-09-14
Rhode Island,23130,225,1075,4,0.0465,41.6809,-71.5118,2020-09-14
South Carolina,132680,816,3077,13,0.0232,33.8569,-80.945,2020-09-14
South Dakota,16801,163,184,0,0.011,44.2998,-99.4388,2020-09-14
Tennessee,174274,2450,2097,19,0.012,35.7478,-86.6923,2020-09-14
Texas,685748,3863,14451,46,0.0211,31.0545,-97.5635,2020-09-14
Utah,58438,563,436,3,0.0075,40.15,-111.8624,2020-09-14
Vermont,1696,12,58,0,0.0342,44.0459,-72.7107,2020-09-14
Virginia,134493,751,2743,19,0.0204,37.7693,-78.17,2020-09-14
Washington,80138,312,2006,15,0.025,47.4009,-121.4905,2020-09-14
West Virginia,12830,125,278,11,0.0217,38.4912,-80.9545,2020-09-14
Wisconsin,89956,771,1210,0,0.0135,44.2685,-89.6165,2020-09-14
Wyoming,4394,48,42,0,0.0096,42.756,-107.3025,2020-09-14
Alabama,153551,14092,2521,166,0.0164,32.3182,-86.9023,2020-09-15
Alaska,6384,41,44,0,0.0069,61.3707,-152.4044,2020-09-15
Arizona,209209,484,5344,22,0.0255,33.7298,-111.4312,2020-09-15
Arkansas,71497,870,1150,158,0.0161,34.9697,-92.3731,2020-09-15
California,768204,3070,14594,155,0.019,36.1162,-119.6816,2020-09-15
Colorado,62079,412,1996,6,0.0322,39.0598,-105.3111,2020-09-15
Connecticut,55031,136,4485,0,0.0815,41.5978,-72.7554,2020-09-15
Delaware,19137,200,618,1,0.0323,39.3185,-75.5071,2020-09-15
District of Columbia,14687,65,616,0,0.0419,38.8974,-77.0268,2020-09-15
Florida,668846,3116,12787,145,0.0191,27.7663,-81.6868,2020-09-15
Georgia,296994,1657,6397,44,0.0215,33.0406,-83.6431,2020-09-15
Idaho,35810,531,423,8,0.0118,44.2405,-114.4788,2020-09-15
Illinois,266295,1464,8564,18,0.0322,40.3495,-88.9861,2020-09-15
Indiana,107229,689,3460,21,0.0323,39.8494,-86.2583,2020-09-15
Iowa,75721,657,1234,10,0.0163,42.0115,-93.2105,2020-09-15
Kansas,49989,329,557,15,0.0111,38.5266,-96.7265,2020-09-15
Kentucky,58000,718,1074,9,0.0185,37.6681,-84.6701,2020-09-15
Louisiana,158318,371,5278,26,0.0333,31.1695,-91.8678,2020-09-15
Maine,4918,14,137,1,0.0279,44.6939,-69.3819,2020-09-15
Maryland,117245,599,3849,10,0.0328,39.0639,-76.8021,2020-09-15
Massachusetts,125393,313,9225,6,0.0736,42.2302,-71.5301,2020-09-15
Michigan,124976,689,6932,11,0.0555,43.3266,-84.5361,2020-09-15
Minnesota,85351,402,1979,5,0.0232,45.6945,-93.9002,2020-09-15
Mississippi,90523,505,2734,28,0.0302,32.7416,-89.6787,2020-09-15
Missouri,106637,1359,1756,18,0.0165,38.4561,-92.2884,2020-09-15
Montana,9244,137,140,2,0.0151,46.9219,-110.4544,2020-09-15
Nebraska,38970,328,436,1,0.0112,41.1254,-98.2681,2020-09-15
Nevada,74040,226,1482,26,0.02,38.3135,-117.0554,2020-09-15
New Hampshire,7750,36,438,2,0.0565,43.4525,-71.5639,2020-09-15
New Jersey,197404,436,16043,9,0.0813,40.2989,-74.521,2020-09-15
New Mexico,26923,81,830,7,0.0308,34.8405,-106.2485,2020-09-15
New York,445714,766,33038,8,0.0741,42.1657,-74.9481,2020-09-15
North Carolina,186887,1107,3111,51,0.0166,35.6301,-79.8064,2020-09-15
North Dakota,16064,233,172,2,0.0107,47.5289,-99.784,2020-09-15
Ohio,139485,1001,4506,87,0.0323,40.3888,-82.7649,2020-09-15
Oklahoma,71314,1091,912,7,0.0128,35.5653,-96.9289,2020-09-15
Oregon,29662,325,519,10,0.0175,44.572,-122.0709,2020-09-15
Pennsylvania,151044,1044,7860,5,0.052,40.5908,-77.2098,2020-09-15
Rhode Island,23250,120,1078,3,0.0464,41.6809,-71.5118,2020-09-15
South Carolina,133470,790,3098,21,0.0232,33.8569,-80.945,2020-09-15
South Dakota,16994,193,184,0,0.0108,44.2998,-99.4388,2020-09-15
Tennessee,175231,957,2127,30,0.0121,35.7478,-86.6923,2020-09-15
Texas,692753,7005,14593,142,0.0211,31.0545,-97.5635,2020-09-15
Utah,59000,562,436,0,0.0074,40.15,-111.8624,2020-09-15
Vermont,1702,6,58,0,0.0341,44.0459,-72.7107,2020-09-15
Virginia,135428,935,2837,94,0.0209,37.7693,-78.17,2020-09-15
Washington,80465,327,2015,9,0.025,47.4009,-121.4905,2020-09-15
West Virginia,12986,156,283,5,0.0218,38.4912,-80.9545,2020-09-15
Wisconsin,91062,1106,1220,10,0.0134,44.2685,-89.6165,2020-09-15
Wyoming,4440,46,42,0,0.0095,42.756,-107.3025,2020-09-15
Alabama,141087,-12464,2392,-129,0.017,32.3182,-86.9023,2020-09-16
Alaska,6432,48,44,0,0.0068,61.3707,-152.4044,2020-09-16
Arizona,209907,698,5371,27,0.0256,33.7298,-111.4312,2020-09-16
Arkansas,72219,722,1157,7,0.016,34.9697,-92.3731,2020-09-16
California,771321,3117,14691,97,0.019,36.1162,-119.6816,2020-09-16
Colorado,62666,587,2002,6,0.0319,39.0598,-105.3111,2020-09-16
Connecticut,55166,135,4487,2,0.0813,41.5978,-72.7554,2020-09-16
Delaware,19234,97,619,1,0.0322,39.3185,-75.5071,2020-09-16
District of Columbia,14743,56,617,1,0.0419,38.8974,-77.0268,2020-09-16
Florida,671201,2355,12939,152,0.0193,27.7663,-81.6868,2020-09-16
Georgia,299056,2062,6419,22,0.0215,33.0406,-83.6431,2020-09-16
Idaho,36093,283,429,6,0.0119,44.2405,-114.4788,2020-09-16
Illinois,268238,1943,8599,35,0.0321,40.3495,-88.9861,2020-09-16
Indiana,107809,580,3472,12,0.0322,39.8494,-86.2583,2020-09-16
Iowa,76652,931,1248,14,0.0163,42.0115,-93.2105,2020-09-16
Kansas,50720,731,578,21,0.0114,38.5266,-96.7265,2020-09-16
Kentucky,58764,764,1082,8,0.0184,37.6681,-84.6701,2020-09-16
Louisiana,158826,508,5296,18,0.0333,31.1695,-91.8678,2020-09-16
Maine,4941,23,138,1,0.0279,44.6939,-69.3819,2020-09-16
Maryland,117888,643,3855,6,0.0327,39.0639,-76.8021,2020-09-16
Massachusetts,125699,306,9245,20,0.0735,42.2302,-71.5301,2020-09-16
Michigan,125742,766,6943,11,0.0552,43.3266,-84.5361,2020-09-16
